Id,Video,Emotion,Platform,Topic_ID,Topic_Label,Topic_Keywords,Topic_Confidence,Summary,NER
206,https://drive.google.com/file/d/13O0I8BGN2nOfKEzVsPpy2gkCVJW3Ai_L/view?usp=share_link,Trust,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.9,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""SaaS"", ""type"": ""MISC""}, {""text"": ""OKR"", ""type"": ""MISC""}]"
207,https://drive.google.com/file/d/1FxbsOfcAFwFmxE_6ydT6onXOhToEP4wm/view?usp=share_link,Proud,google_drive,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.87,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""BMI"", ""type"": ""MISC""}, {""text"": ""BMI"", ""type"": ""MISC""}]"
208,https://drive.google.com/file/d/1lKQYbrg7pACuUvw8Nap9Zwgwvx2KZUwN/view?usp=share_link,Trust,google_drive,9,Gaming,"patch, build, meta, walkthrough, tips",0.89,Konten berfokus pada topik 'Gaming' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Jakarta"", ""type"": ""GPE""}]"
209,https://drive.google.com/file/d/1E5sY0n0XBQSDOYyrF3MluFYr69xETRgY/view?usp=sharing,Proud,google_drive,11,Karier & Motivasi,"portofolio, tips interview, networking, skill, mindset",0.85,Konten berfokus pada topik 'Karier & Motivasi' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Google"", ""type"": ""ORG""}, {""text"": ""Google"", ""type"": ""ORG""}, {""text"": ""Jakarta"", ""type"": ""GPE""}]"
210,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,Surprise,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.86,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""SaaS"", ""type"": ""MISC""}, {""text"": ""SEA Market"", ""type"": ""LOC""}]"
211,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.68,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Maybelline"", ""type"": ""ORG""}, {""text"": ""Jakarta"", ""type"": ""GPE""}]"
212,https://drive.google.com/file/d/1pG2GATtjgaoBY-2E1_RkIJFu6DyppHfr/view?usp=sharing,Surprise,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.83,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""SEA Market"", ""type"": ""LOC""}, {""text"": ""SEA Market"", ""type"": ""LOC""}]"
213,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,Trust,google_drive,8,Travel & Vlog,"itinerary, budget, hidden gem, transport, cuaca",0.74,Konten berfokus pada topik 'Travel & Vlog' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Kintamani"", ""type"": ""LOC""}, {""text"": ""Ngurah Rai"", ""type"": ""LOC""}, {""text"": ""Bali"", ""type"": ""GPE""}, {""text"": ""Bali"", ""type"": ""GPE""}]"
214,https://drive.google.com/file/d/1aqJ9hzi9WE4bs7NrqN7ciiLbk-qL3xil/view?usp=share_link,Surprise,google_drive,11,Karier & Motivasi,"portofolio, tips interview, networking, skill, mindset",0.78,Konten berfokus pada topik 'Karier & Motivasi' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}]"
215,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise,google_drive,2,Otomotif,"mesin, servis, modif, review, test drive",0.68,Konten berfokus pada topik 'Otomotif' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""Euro 4"", ""type"": ""MISC""}]"
216,https://drive.google.com/file/d/1Yqx2xGXcvKlK5MiiaR6ABUpFRiJ9eM0o/view?usp=sharing,Trust,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.9,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Maybelline"", ""type"": ""ORG""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Maybelline"", ""type"": ""ORG""}]"
217,https://drive.google.com/file/d/1tP3XU9n0Hz7bw-i-xeARwqGVsOrUcRUN/view?usp=share_link,Trust,google_drive,8,Travel & Vlog,"itinerary, budget, hidden gem, transport, cuaca",0.88,Konten berfokus pada topik 'Travel & Vlog' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Ngurah Rai"", ""type"": ""LOC""}, {""text"": ""KAI"", ""type"": ""ORG""}, {""text"": ""Ngurah Rai"", ""type"": ""LOC""}, {""text"": ""Kintamani"", ""type"": ""LOC""}]"
218,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Trust,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.69,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Sephora"", ""type"": ""ORG""}, {""text"": ""Maybelline"", ""type"": ""ORG""}, {""text"": ""Sephora"", ""type"": ""ORG""}]"
219,https://drive.google.com/file/d/1LTqO8bBrwf_Dff57G30yvs9XMuc7Ac2K/view?usp=share_link,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.81,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Jakarta"", ""type"": ""GPE""}]"
220,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Sadness,google_drive,0,Olahraga & Fitness,"latihan, workout, teknik, push-up, pemulihan",0.88,Konten berfokus pada topik 'Olahraga & Fitness' dengan nuansa emosi sadness. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""WHO"", ""type"": ""ORG""}, {""text"": ""WHO"", ""type"": ""ORG""}]"
221,https://drive.google.com/file/d/1tdwOb8cuBXpbAGX8hOmG4K62c4JP9GR5/view?usp=sharing,Surprise,google_drive,5,Pendidikan Kampus,"pengumuman, jadwal, tugas, kelas, dosen",0.82,Konten berfokus pada topik 'Pendidikan Kampus' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Telkom University"", ""type"": ""ORG""}, {""text"": ""Sains Data"", ""type"": ""ORG""}, {""text"": ""Pak Adit"", ""type"": ""PERSON""}, {""text"": ""Bandung"", ""type"": ""GPE""}]"
222,https://drive.google.com/file/d/1rNStUG8X1s7Gxsk7ppUkboM1bgs74ldO/view?usp=share_link,Joy,google_drive,2,Otomotif,"mesin, servis, modif, review, test drive",0.73,Konten berfokus pada topik 'Otomotif' dengan nuansa emosi joy. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Vios"", ""type"": ""PRODUCT""}, {""text"": ""Vios"", ""type"": ""PRODUCT""}, {""text"": ""Euro 4"", ""type"": ""MISC""}]"
223,https://drive.google.com/file/d/1uMJkn9Et2wBjAtSTAfGq0agFf1JQYv5S/view?usp=sharing,Proud,google_drive,7,Gadget & Review,"kamera, benchmarks, baterai, display, perbandingan",0.84,Konten berfokus pada topik 'Gadget & Review' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""USB-C"", ""type"": ""MISC""}, {""text"": ""USB-C"", ""type"": ""MISC""}, {""text"": ""Taipei"", ""type"": ""GPE""}]"
224,https://drive.google.com/file/d/1WVED72q_6g4WpDZqMo0IxDVnNSU6Dho6/view?usp=share_link,Trust,google_drive,4,Kuliner,"resep, review rasa, cukup asin, tips masak, plating",0.84,Konten berfokus pada topik 'Kuliner' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jogja"", ""type"": ""GPE""}, {""text"": ""Cordon Bleu"", ""type"": ""PRODUCT""}, {""text"": ""Michelin"", ""type"": ""ORG""}]"
225,https://drive.google.com/file/d/1VhJeu7psvZDuLyG5NFB0mtuIIqW8utvQ/view?usp=share_link,Proud,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.7,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""SEA Market"", ""type"": ""LOC""}, {""text"": ""SEA Market"", ""type"": ""LOC""}]"
226,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise,google_drive,0,Olahraga & Fitness,"latihan, workout, teknik, push-up, pemulihan",0.89,Konten berfokus pada topik 'Olahraga & Fitness' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""WHO"", ""type"": ""ORG""}, {""text"": ""Nike"", ""type"": ""ORG""}]"
227,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise,google_drive,7,Gadget & Review,"kamera, benchmarks, baterai, display, perbandingan",0.87,Konten berfokus pada topik 'Gadget & Review' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Snapdragon 8 Gen"", ""type"": ""PRODUCT""}, {""text"": ""USB-C"", ""type"": ""MISC""}, {""text"": ""DxOMark"", ""type"": ""ORG""}]"
228,https://drive.google.com/file/d/11kyZ7I0ZFyc-iMez6CSXoGLNIt_gwFxb/view?usp=share_link,Surprise,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.78,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""SaaS"", ""type"": ""MISC""}, {""text"": ""OKR"", ""type"": ""MISC""}]"
229,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.84,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}]"
230,https://drive.google.com/file/d/10jrGw8rZ_30qPj5iCawLVpMgpKji1Wa1/view?usp=sharing,Trust,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.68,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""OKR"", ""type"": ""MISC""}, {""text"": ""SEA Market"", ""type"": ""LOC""}]"
231,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Proud,google_drive,8,Travel & Vlog,"itinerary, budget, hidden gem, transport, cuaca",0.88,Konten berfokus pada topik 'Travel & Vlog' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Bali"", ""type"": ""GPE""}, {""text"": ""Bali"", ""type"": ""GPE""}, {""text"": ""KAI"", ""type"": ""ORG""}, {""text"": ""Ngurah Rai"", ""type"": ""LOC""}]"
232,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.89,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}]"
233,https://drive.google.com/file/d/1W1MHuBFcVp1Lro3wg-dDzrj1DzUgyFoQ/view?usp=sharing,Proud,google_drive,8,Travel & Vlog,"itinerary, budget, hidden gem, transport, cuaca",0.86,Konten berfokus pada topik 'Travel & Vlog' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""KAI"", ""type"": ""ORG""}, {""text"": ""KAI"", ""type"": ""ORG""}, {""text"": ""Kintamani"", ""type"": ""LOC""}, {""text"": ""Bali"", ""type"": ""GPE""}]"
234,https://drive.google.com/file/d/1-OawfKdJ7ozcradDR4rxu4QCWtd93qY5/view?usp=share_link,Trust,google_drive,2,Otomotif,"mesin, servis, modif, review, test drive",0.79,Konten berfokus pada topik 'Otomotif' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Vios"", ""type"": ""PRODUCT""}, {""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""Toyota"", ""type"": ""ORG""}]"
235,https://drive.google.com/file/d/1auQ3Vy3NiAzqBRWS4jkrBbjK0gxpm1oa/view?usp=sharing,Neutral,google_drive,4,Kuliner,"resep, review rasa, cukup asin, tips masak, plating",0.89,Konten berfokus pada topik 'Kuliner' dengan nuansa emosi neutral. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Michelin"", ""type"": ""ORG""}, {""text"": ""Jogja"", ""type"": ""GPE""}, {""text"": ""Michelin"", ""type"": ""ORG""}]"
236,https://drive.google.com/file/d/16CEwzTU972-N5NoaOYx_rbF8AJfqtbIT/view?usp=sharing,Surprise,google_drive,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.72,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}, {""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""Bandung"", ""type"": ""GPE""}]"
237,https://drive.google.com/file/d/1Q6UYhFv2n4YnEsDqBpWB_WOKFAqckDqR/view?usp=sharing,Proud,google_drive,7,Gadget & Review,"kamera, benchmarks, baterai, display, perbandingan",0.9,Konten berfokus pada topik 'Gadget & Review' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""USB-C"", ""type"": ""MISC""}, {""text"": ""DxOMark"", ""type"": ""ORG""}, {""text"": ""Snapdragon 8 Gen"", ""type"": ""PRODUCT""}]"
238,https://drive.google.com/file/d/16crPLW1l8Azp8EfeujohBtCOsdEcl3Qj/view?usp=sharing,Surprise,google_drive,3,Teknologi & Tutorial,"instalasi, konfigurasi, troubleshoot, command, framework",0.82,Konten berfokus pada topik 'Teknologi & Tutorial' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Ubuntu"", ""type"": ""PRODUCT""}, {""text"": ""Ubuntu"", ""type"": ""PRODUCT""}]"
239,https://drive.google.com/file/d/1uKt0ZxUDJREefKMGeMMsaS3_IWOC3P1o/view?usp=sharing,Surprise,google_drive,11,Karier & Motivasi,"portofolio, tips interview, networking, skill, mindset",0.87,Konten berfokus pada topik 'Karier & Motivasi' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}]"
240,https://drive.google.com/file/d/15UGEQeLrgYmjSKgC63Bt0-ntc_FuVd_j/view?usp=sharing,Trust,google_drive,11,Karier & Motivasi,"portofolio, tips interview, networking, skill, mindset",0.68,Konten berfokus pada topik 'Karier & Motivasi' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""IEEE"", ""type"": ""ORG""}, {""text"": ""Google"", ""type"": ""ORG""}]"
241,https://drive.google.com/file/d/1z9-ww8CVET21pVgUMOXyoK2hjllGYJUD/view?usp=sharing,Trust,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.8,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""SaaS"", ""type"": ""MISC""}, {""text"": ""SEA Market"", ""type"": ""LOC""}]"
242,https://drive.google.com/file/d/1xnnqC_dCycMn_WX7uTEjgat_XSnfRYaF/view?usp=sharing,Joy,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.85,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi joy. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Maybelline"", ""type"": ""ORG""}, {""text"": ""Sephora"", ""type"": ""ORG""}]"
243,https://drive.google.com/file/d/1_KjLNoBDyPq2ERIurbbpy0ymyYYTtgsc/view?usp=sharing,Trust,google_drive,11,Karier & Motivasi,"portofolio, tips interview, networking, skill, mindset",0.86,Konten berfokus pada topik 'Karier & Motivasi' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""IEEE"", ""type"": ""ORG""}, {""text"": ""IEEE"", ""type"": ""ORG""}]"
244,https://drive.google.com/file/d/1-6kF8oGj9Wvrj9FtDLh0wYVyjxt7xADU/view?usp=sharing,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.67,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Maybelline"", ""type"": ""ORG""}]"
245,https://www.instagram.com/reel/C1WmIidBhoS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud,instagram,4,Kuliner,"resep, review rasa, cukup asin, tips masak, plating",0.87,Konten berfokus pada topik 'Kuliner' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Michelin"", ""type"": ""ORG""}, {""text"": ""Cordon Bleu"", ""type"": ""PRODUCT""}, {""text"": ""UMKM"", ""type"": ""ORG""}]"
246,https://drive.google.com/file/d/1jbAegP8PHDVJuJvZrgSqMATDogW4Hahy/view?usp=sharing,Trust,google_drive,2,Otomotif,"mesin, servis, modif, review, test drive",0.88,Konten berfokus pada topik 'Otomotif' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Vios"", ""type"": ""PRODUCT""}, {""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Euro 4"", ""type"": ""MISC""}]"
247,https://drive.google.com/file/d/1o495T41WvkbePjucBFRqY3py2bscj9j6/view?usp=sharing,Trust,google_drive,2,Otomotif,"mesin, servis, modif, review, test drive",0.75,Konten berfokus pada topik 'Otomotif' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Vios"", ""type"": ""PRODUCT""}, {""text"": ""Toyota"", ""type"": ""ORG""}, {""text"": ""Vios"", ""type"": ""PRODUCT""}, {""text"": ""Bandung"", ""type"": ""GPE""}]"
248,https://drive.google.com/file/d/1P2dJ0V77XLxti9Sj66vYfjHklpp_ilQ7/view?usp=sharing,Surprise,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.8,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""OKR"", ""type"": ""MISC""}, {""text"": ""SaaS"", ""type"": ""MISC""}]"
249,https://www.instagram.com/reel/C1gZ3ujhSJA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,instagram,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.75,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi joy. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""BMI"", ""type"": ""MISC""}, {""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}, {""text"": ""WHO"", ""type"": ""ORG""}]"
250,https://drive.google.com/file/d/1Sjfo20LxjQYLL38rcsfMK6-mglcXkGOP/view?usp=sharing,Trust,google_drive,3,Teknologi & Tutorial,"instalasi, konfigurasi, troubleshoot, command, framework",0.89,Konten berfokus pada topik 'Teknologi & Tutorial' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Hadoop"", ""type"": ""PRODUCT""}, {""text"": ""Ubuntu"", ""type"": ""PRODUCT""}]"
251,https://drive.google.com/file/d/1GrQmRkI5yNi6dRxBzSH2qvn1U8402Ah7/view?usp=sharing,Surprise,google_drive,7,Gadget & Review,"kamera, benchmarks, baterai, display, perbandingan",0.82,Konten berfokus pada topik 'Gadget & Review' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Snapdragon 8 Gen"", ""type"": ""PRODUCT""}, {""text"": ""DxOMark"", ""type"": ""ORG""}, {""text"": ""USB-C"", ""type"": ""MISC""}]"
252,https://drive.google.com/file/d/1wr145RnytH5fnStLBsCJzMhUDMyt3up3/view?usp=sharing,Joy,google_drive,3,Teknologi & Tutorial,"instalasi, konfigurasi, troubleshoot, command, framework",0.8,Konten berfokus pada topik 'Teknologi & Tutorial' dengan nuansa emosi joy. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Ubuntu"", ""type"": ""PRODUCT""}, {""text"": ""JAVA_HOME"", ""type"": ""MISC""}]"
253,https://drive.google.com/file/d/1ftErla2d_xoxnPEw48O5qhOqZmU7yEoB/view?usp=sharing,Joy,google_drive,0,Olahraga & Fitness,"latihan, workout, teknik, push-up, pemulihan",0.78,Konten berfokus pada topik 'Olahraga & Fitness' dengan nuansa emosi joy. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""WHO"", ""type"": ""ORG""}, {""text"": ""HIIT"", ""type"": ""MISC""}]"
254,https://drive.google.com/file/d/1PzfVDLwuOuvkXMoSCSJlG4jw2gjZiw7f/view?usp=sharing,Surprise,google_drive,6,Bisnis & Produktivitas,"strategi, workflow, otomasi, growth, insight",0.84,Konten berfokus pada topik 'Bisnis & Produktivitas' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""SaaS"", ""type"": ""MISC""}, {""text"": ""OKR"", ""type"": ""MISC""}]"
255,https://drive.google.com/file/d/1kdtDhRpo6ekKfT_yjBVXoVj4WercGNuF/view?usp=sharing,Proud,google_drive,3,Teknologi & Tutorial,"instalasi, konfigurasi, troubleshoot, command, framework",0.74,Konten berfokus pada topik 'Teknologi & Tutorial' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Hadoop"", ""type"": ""PRODUCT""}, {""text"": ""JAVA_HOME"", ""type"": ""MISC""}]"
256,https://drive.google.com/file/d/10GXeqRPj5VjASvJUEoqiLjh7YFKilp6W/view?usp=sharing,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.88,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Jakarta"", ""type"": ""GPE""}]"
257,https://drive.google.com/file/d/1hcdeL3zzC9e_9quh-eiZoBPpcuJwfqfi/view?usp=sharing,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.8,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Maybelline"", ""type"": ""ORG""}]"
258,https://drive.google.com/file/d/1xSQdvW4eV85M8MtKiLxEbiRAnyymwnyE/view?usp=sharing,Surprise,google_drive,3,Teknologi & Tutorial,"instalasi, konfigurasi, troubleshoot, command, framework",0.84,Konten berfokus pada topik 'Teknologi & Tutorial' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Hadoop"", ""type"": ""PRODUCT""}, {""text"": ""Telkom University"", ""type"": ""ORG""}]"
259,https://drive.google.com/file/d/1rfwlzR9i7EpPyZvb_1frZyRyHlAwYkhz/view?usp=sharing,Surprise,google_drive,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.82,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}, {""text"": ""WHO"", ""type"": ""ORG""}, {""text"": ""Bandung"", ""type"": ""GPE""}]"
